Modèle,État,Année-Modèle,Marque,Origine,Kilométrage,Première main,Nombre de portes,carburant,Ville,boite,puissance,price
Kangoo,Très bon,2017,Renault,,134999.5,,,Diesel,Marrakech,,6 CV,118000.0
Ducato,Excellent,2018,Fiat,WW au Maroc,114999.5,Oui,5,nan,Salé,,6 CV,105000.0
Qashqai,Très bon,2016,Nissan,WW au Maroc,114999.5,,5,,Tétouan,Manuelle,9 CV,165000.0
Fusion,Très bon,2018,Ford,WW au Maroc,47499.5,,,Diesel,Casablanca,Automatique,,200000.0
Classe C,,2016,Mercedes-Benz,,87499.5,,,,Casablanca,Automatique,8 CV,188000.0
Laguna Coupe,Très bon,2015,Renault,WW au Maroc,164999.5,Non,5,Diesel,Salé,nan,,310000.0
X5,Très bon,2015,BMW,WW au Maroc,124999.5,,5,,Casablanca,Automatique,8 CV,128000.0
C4 Picasso,Très bon,2017,Citroen,WW au Maroc,114999.5,,,Diesel,Casablanca,Automatique,,320000.0
V40,Très bon,2014,Volvo,WW au Maroc,124999.5,,5,Diesel,Casablanca,,6 CV,157000.0
X3,,2016,BMW,,124999.5,,5,,Casablanca,Automatique,8 CV,165000.0
GOLF 4,6,2001,Volkswagen,Dédouanée,194999.5,Oui,5,,Fès,Automatique,8 CV,260000.0
Clio,Très bon,2019,Renault,WW au Maroc,77499.5,,5,Diesel,Casablanca,Manuelle,,58000.0
megane_4,Excellent,2015,Renault,WW au Maroc,134999.5,Oui,5,Diesel,Fès,,6 CV,127000.0
3008,Très bon,2018,Peugeot,WW au Maroc,72499.5,,5,Diesel,Casablanca,Manuelle,,159000.0
Tiguan,Excellent,2019,Volkswagen,Dédouanée,114999.5,Non,5,Diesel,Casablanca,Manuelle,,210000.0
Range Rover Evoque,6,2019,Land Rover,WW au Maroc,87499.5,Non,5,Diesel,Taza,Automatique,,400000.0
A3,Très bon,2018,Audi,WW au Maroc,57499.5,,,Diesel,Casablanca,Automatique,,379000.0
Serie 4 gran coupé,6,2023,BMW,Importée neuve,2499.5,Oui,5,Diesel,Casablanca,,8 CV,255000.0
V40,6,2019,Volvo,WW au Maroc,87499.5,Oui,5,Diesel,Casablanca,Automatique,,860000.0
GOLF 7,Très bon,2016,Volkswagen,Dédouanée,174999.5,Non,5,Diesel,Fès,Automatique,,185000.0
Tucson,Excellent,2020,Hyundai,WW au Maroc,114999.5,Oui,5,Diesel,Tétouan,,8 CV,255000.0
Grand i10,Excellent,2018,Hyundai,WW au Maroc,42499.5,Oui,5,,Tétouan,Automatique,8 CV,295000.0
Octavia,Excellent,2017,Skoda,WW au Maroc,154999.5,Non,5,,Tétouan,Automatique,6 CV,122000.0
500L,Très bon,2015,Fiat,WW au Maroc,114999.5,Non,5,Diesel,Tétouan,Automatique,,170000.0
Ateca,Excellent,2018,Seat,Dédouanée,114999.5,Oui,5,Diesel,Casablanca,,5 CV,138000.0
Serie 7,Excellent,2010,BMW,WW au Maroc,164999.5,Non,5,Diesel,Kénitra,,8 CV,280000.0
IX55,Excellent,2015,Hyundai,WW au Maroc,154999.5,Non,5,Diesel,Casablanca,Automatique,,118000.0
Kadjar,Très bon,2018,Renault,WW au Maroc,87499.5,Oui,5,Diesel,Rabat,,7 CV,155000.0
Bora,Très bon,2003,Volkswagen,WW au Maroc,224999.5,Non,5,Diesel,Casablanca,,6 CV,175000.0
3008,Très bon,2018,Peugeot,WW au Maroc,82499.5,Oui,5,,Tanger,Manuelle,8 CV,55000.0
Serie 1,Excellent,2023,BMW,Importée neuve,2499.5,Oui,5,Diesel,Tétouan,Automatique,,255000.0
500,Excellent,2015,Fiat,WW au Maroc,67499.5,Non,3,,Casablanca,Automatique,8 CV,640000.0
Classe E,Très bon,2017,Mercedes-Benz,WW au Maroc,114999.5,Non,5,Essence,Rabat,Manuelle,,87000.0
Clio,Excellent,2015,Renault,,194999.5,Oui,,,Casablanca,Automatique,8 CV,310000.0
4C,Excellent,2021,Alfa Romeo,WW au Maroc,2499.5,Oui,5,Diesel,Casablanca,Manuelle,,95000.0
Leon,Excellent,2018,Seat,Importée neuve,194999.5,Oui,5,Essence,Casablanca,,10 CV,650000.0
C-Elysée,Très bon,2018,Citroen,WW au Maroc,124999.5,Oui,5,Diesel,Mohammedia,Manuelle,,190000.0
Logan,Très bon,2018,Dacia,,92499.5,Oui,5,Diesel,Casablanca,Manuelle,,99000.0
Formentor,Excellent,2023,Cupra,Importée neuve,2499.5,Oui,5,Diesel,Casablanca,Manuelle,,97000.0
Classe C,Excellent,2018,Mercedes-Benz,WW au Maroc,104999.5,,5,Diesel,Casablanca,Automatique,,540000.0
Dokker,Très bon,2020,Dacia,WW au Maroc,92499.5,Non,5,Diesel,Casablanca,,8 CV,300000.0
3008,Très bon,2018,Peugeot,WW au Maroc,82499.5,Non,5,Diesel,Casablanca,,6 CV,99000.0
Caddy,Très bon,2020,Volkswagen,WW au Maroc,114999.5,Non,5,Diesel,Casablanca,,8 CV,188000.0
Classe A,Excellent,2022,Mercedes-Benz,WW au Maroc,42499.5,Oui,5,Diesel,Casablanca,Manuelle,,135000.0
3008,Excellent,2019,Peugeot,WW au Maroc,92499.5,,5,Diesel,Casablanca,,6 CV,450000.0
Tiguan,Excellent,2018,Volkswagen,WW au Maroc,92499.5,,5,Diesel,Temara,Automatique,,229000.0
301,Très bon,2018,Peugeot,WW au Maroc,92499.5,Oui,5,Diesel,Temara,,8 CV,265000.0
Tucson,Très bon,2018,Hyundai,,62499.5,Non,5,Diesel,Casablanca,,6 CV,109000.0
GOLF 4,Très bon,2001,Volkswagen,Dédouanée,164999.5,Oui,5,,Casablanca,Manuelle,6 CV,227000.0
Tepee,Bon,2011,Peugeot,WW au Maroc,144999.5,Non,5,,Temara,Manuelle,8 CV,75000.0
Panda,Très bon,2007,Fiat,WW au Maroc,144999.5,Oui,5,Diesel,Temara,,6 CV,92000.0
Renegade,Très bon,2020,Jeep,WW au Maroc,134999.5,Non,5,,Temara,Manuelle,7 CV,47000.0
Focus,,2001,Ford,Dédouanée,144999.5,Oui,3,,Casablanca,Automatique,6 CV,195000.0
q3_sportback,6,2023,Audi,Importée neuve,2499.5,Oui,5,,Tétouan,Manuelle,9 CV,48000.0
Clio,Excellent,2015,Renault,WW au Maroc,72499.5,Non,5,Diesel,Casablanca,Automatique,,780000.0
Sandero,Très bon,2013,Dacia,WW au Maroc,144999.5,,5,Diesel,Casablanca,,6 CV,115000.0
A4,Très bon,2017,Audi,Importée neuve,194999.5,,5,,Tanger,Manuelle,6 CV,87000.0
A4,6,2023,Audi,Importée neuve,2499.5,Oui,5,,Tanger,Automatique,8 CV,235000.0
Classe G,Excellent,2021,Mercedes-Benz,Importée neuve,7499.5,Oui,5,,Casablanca,Automatique,8 CV,560000.0
Range Rover Sport,Excellent,2019,Land Rover,WW au Maroc,62499.5,Oui,5,Essence,Casablanca,Automatique,,2650.0
Clio,6,2019,Renault,WW au Maroc,77499.5,Oui,5,Diesel,Casablanca,Automatique,,960000.0
X3,Excellent,2019,BMW,WW au Maroc,52499.5,Oui,5,Diesel,Fès,,6 CV,135000.0
Kadjar,Excellent,2018,Renault,WW au Maroc,124999.5,Oui,5,Diesel,Fès,,8 CV,388000.0
Renegade,Excellent,2020,Jeep,WW au Maroc,77499.5,Oui,5,,Casablanca,Automatique,6 CV,187000.0
508,Excellent,2017,Peugeot,WW au Maroc,174999.5,Oui,5,Diesel,Casablanca,Automatique,,199000.0
A3,Très bon,2018,Audi,WW au Maroc,92499.5,,5,Diesel,Casablanca,Automatique,,180000.0
Serie 4,Très bon,2023,BMW,Importée neuve,2499.5,Oui,5,Diesel,Rabat,Automatique,,247000.0
Logan,Très bon,2020,Dacia,WW au Maroc,104999.5,Oui,5,Diesel,Casablanca,,8 CV,860000.0
Dokker,Excellent,2016,Dacia,,144999.5,,5,Diesel,Casablanca,,6 CV,114000.0
500,Excellent,2015,Fiat,WW au Maroc,57499.5,Oui,3,,Fès,Manuelle,6 CV,113000.0
Land Cruiser,Excellent,2009,Toyota,WW au Maroc,324999.5,Oui,5,Essence,Rabat,,6 CV,95000.0
Partner,Très bon,2012,Peugeot,WW au Maroc,144999.5,Non,5,,Casablanca,Manuelle,18 CV,185000.0
GOLF PLUS,Très bon,2004,Volkswagen,WW au Maroc,17499.5,,5,Diesel,Tétouan,Manuelle,,55000.0
TIPO,,2019,Fiat,,77499.5,,,Essence,Midelt,,6 CV,30000.0
TIPO,,2019,Fiat,,97499.5,,,Diesel,Casablanca,nan,,130000.0
3008,6,2019,Peugeot,WW au Maroc,87499.5,Oui,5,Diesel,Casablanca,nan,,128000.0
,,2021,,,,,,Diesel,Rabat,Automatique,,220000.0
sq5,Très bon,2015,Audi,Importée neuve,174999.5,Non,5,Diesel,Casablanca,nan,,138000.0
Touareg,Très bon,2019,Volkswagen,WW au Maroc,82499.5,Oui,5,Diesel,Tétouan,Automatique,,305000.0
cooper,6,2016,mini,Importée neuve,82499.5,Oui,3,Diesel,Casablanca,,12 CV,365000.0
sandero_stepway,,2022,Dacia,WW au Maroc,17499.5,Oui,5,,Casablanca,Automatique,11 CV,265000.0
COMBO,Excellent,2023,Opel,WW au Maroc,12499.5,Oui,5,,Meknès,Automatique,6 CV,155000.0
Clio,Excellent,2018,Renault,WW au Maroc,42499.5,Oui,5,Diesel,Casablanca,Manuelle,,175000.0
Micra,Très bon,2008,Nissan,WW au Maroc,104999.5,Oui,5,Diesel,Oujda,Manuelle,,135000.0
3008,,2018,Peugeot,,144999.5,,,Essence,Ouarzazate,Manuelle,,40000.0
Classe B,Très bon,2009,Mercedes-Benz,Importée neuve,224999.5,Non,5,Diesel,Casablanca,nan,,243000.0
A3,Excellent,2017,Audi,Dédouanée,124999.5,Oui,5,Diesel,Mohammedia,Manuelle,,83000.0
Yaris,Très bon,2019,Toyota,WW au Maroc,47499.5,Oui,5,Diesel,Casablanca,Automatique,,269000.0
3008,Très bon,2001,Peugeot,WW au Maroc,32499.5,Oui,5,Essence,Casablanca,,6 CV,103000.0
Jetta,Très bon,2017,Volkswagen,WW au Maroc,52499.5,Oui,5,,Casablanca,Automatique,8 CV,310000.0
Scenic,Très bon,2012,Renault,WW au Maroc,164999.5,,5,Diesel,Casablanca,,8 CV,158000.0
Doblo,Très bon,2020,Fiat,WW au Maroc,104999.5,Oui,5,Diesel,Fès,Manuelle,,110000.0
,,2014,,,,,,Diesel,Rabat,,5 CV,84000.0
Doblo,Très bon,2020,Fiat,WW au Maroc,97499.5,Oui,5,nan,Rabat,,9 CV,149000.0
Focus,Très bon,2018,Ford,WW au Maroc,184999.5,Oui,5,Diesel,Tétouan,,6 CV,112000.0
Range Rover Sport,Excellent,2016,Land Rover,WW au Maroc,77499.5,Oui,5,Diesel,Marrakech,,6 CV,145000.0
Astra,,2008,Opel,,194999.5,,,Diesel,Casablanca,,6 CV,449000.0
Dokker,,2020,Dacia,WW au Maroc,104999.5,Oui,5,Diesel,Casablanca,Manuelle,,69000.0
Macan,Excellent,2023,Porsche,Importée neuve,2499.5,Oui,5,Diesel,Casablanca,,6 CV,122000.0
Range Rover Sport,Excellent,2017,Land Rover,WW au Maroc,164999.5,,5,,Casablanca,Automatique,11 CV,1140.0
range_rover_vogue,Excellent,2016,Land Rover,WW au Maroc,164999.5,Non,5,Diesel,Casablanca,Automatique,,400000.0
Range Rover Evoque,Très bon,2012,Land Rover,Importée neuve,164999.5,Non,5,Diesel,Casablanca,Automatique,,380000.0
A4,Excellent,2013,Audi,Importée neuve,134999.5,Oui,5,Diesel,Casablanca,,9 CV,220000.0
F-Type,6,2017,Jaguar,WW au Maroc,27499.5,Oui,3,Diesel,Casablanca,Automatique,,215000.0
500,Excellent,2011,Fiat,WW au Maroc,104999.5,,3,Essence,Casablanca,Automatique,,430000.0
S60,Excellent,2017,Volvo,WW au Maroc,224999.5,Non,5,,Casablanca,Manuelle,6 CV,75000.0
308,Très bon,2018,Peugeot,Dédouanée,92499.5,Non,5,Diesel,Temara,,8 CV,160000.0
Range Rover Evoque,Excellent,2017,Land Rover,WW au Maroc,104999.5,Oui,5,Diesel,Tétouan,,6 CV,97000.0
308,Bon,2009,Peugeot,WW au Maroc,22499.5,Non,5,Diesel,Casablanca,,8 CV,267000.0
GOLF 7,Excellent,2019,Volkswagen,Importée neuve,124999.5,,5,Diesel,Fquih Ben Saleh,Manuelle,,78000.0
Autres,Très bon,2018,Autres,Dédouanée,184999.5,Non,5,Diesel,Salé,Automatique,,215000.0
X3,Excellent,2014,BMW,WW au Maroc,124999.5,Oui,5,,Casablanca,Manuelle,7 CV,39000.0
Leon,Excellent,2015,Seat,Importée neuve,104999.5,Oui,5,,Fès,Automatique,8 CV,216000.0
Octavia,6,2018,Skoda,WW au Maroc,87499.5,Oui,5,Diesel,Casablanca,Automatique,,153000.0
XE,Excellent,2016,Jaguar,WW au Maroc,134999.5,Oui,5,Diesel,Rabat,Automatique,,185000.0
Logan,,2007,Dacia,,224999.5,,,Diesel,Meknès,,8 CV,250000.0
Megane 3,Très bon,2010,Renault,Importée neuve,194999.5,Non,5,nan,Temara,,8 CV,43000.0
Astra,Bon,2011,Opel,WW au Maroc,124999.5,Non,5,Diesel,Agadir,Manuelle,,95000.0
Clio,Très bon,2013,Renault,WW au Maroc,194999.5,Non,5,,Marrakech,Manuelle,7 CV,100000.0
Santa Fe,,2010,Hyundai,,174999.5,,,,Agadir,Manuelle,6 CV,97000.0
Dokker,,2017,Dacia,WW au Maroc,144999.5,,5,,Temara,Manuelle,8 CV,77000.0
RAV 4,6,2013,Toyota,WW au Maroc,164999.5,Non,5,Diesel,Safi,,6 CV,98000.0
Caddy,6,2013,Volkswagen,WW au Maroc,164999.5,Oui,5,,Tétouan,Manuelle,8 CV,143000.0
Berlingo,Très bon,2020,Citroen,,114999.5,,5,Diesel,Meknès,,6 CV,107000.0
Symbol,Bon,2012,Renault,WW au Maroc,474999.5,Oui,3,Diesel,Rabat,Manuelle,,159000.0
GOLF 7,Excellent,2013,Volkswagen,WW au Maroc,174999.5,Oui,5,,Casablanca,Manuelle,7 CV,70000.0
Leon,Très bon,2019,Seat,WW au Maroc,104999.5,Non,5,Diesel,Meknès,Manuelle,,152000.0
GOLF 6,Excellent,2009,Volkswagen,WW au Maroc,224999.5,Non,5,Diesel,Casablanca,Manuelle,,215000.0
208,Excellent,2019,Peugeot,WW au Maroc,62499.5,Oui,5,,Meknès,Manuelle,8 CV,124000.0
Dokker,Très bon,2018,Dacia,WW au Maroc,104999.5,Oui,5,Diesel,Rabat,Manuelle,,137000.0
Dokker,Très bon,2019,Dacia,WW au Maroc,124999.5,Oui,5,Diesel,Casablanca,Manuelle,,107000.0
Clio,Excellent,2021,Renault,WW au Maroc,52499.5,Non,5,Diesel,Casablanca,Manuelle,,118000.0
TIPO,,2019,Fiat,,77499.5,,,Diesel,Casablanca,Automatique,,145000.0
Serie 4 cabriolet,Excellent,2015,BMW,WW au Maroc,124999.5,Non,3,Diesel,Casablanca,Manuelle,,125000.0
Focus,Très bon,2013,Ford,Dédouanée,124999.5,Oui,5,Diesel,Fès,Automatique,,295000.0
Auris,Très bon,2007,Toyota,WW au Maroc,274999.5,Non,5,Diesel,Ouarzazate,,6 CV,165000.0
Touareg,Très bon,2011,Volkswagen,WW au Maroc,224999.5,Non,5,Diesel,Casablanca,Manuelle,,77000.0
Kuga,Très bon,2015,Ford,WW au Maroc,134999.5,Non,5,,El Jadida,Automatique,12 CV,130000.0
220,Très bon,1996,Mercedes-Benz,,7499.5,,,,Ouarzazate,Manuelle,8 CV,151999.0
2008,6,2008,Peugeot,WW au Maroc,104999.5,Non,5,,Temara,Manuelle,10 CV,48000.0
Accord,Très bon,2012,Honda,WW au Maroc,184999.5,Non,5,,Fès,Manuelle,6 CV,172000.0
Doblo,6,2019,Fiat,WW au Maroc,92499.5,Oui,3,Diesel,Casablanca,,8 CV,113000.0
Kadjar,6,2019,Renault,WW au Maroc,67499.5,Oui,5,,Fès,Manuelle,5 CV,84000.0
canter,Excellent,2020,Mitsubishi,WW au Maroc,52499.5,Oui,3,,Fès,Automatique,8 CV,209000.0
500,Très bon,2016,Fiat,WW au Maroc,124999.5,Non,3,Diesel,Tétouan,,12 CV,240000.0
Kangoo,Très bon,2014,Renault,WW au Maroc,224999.5,Oui,5,Essence,Fès,Manuelle,,96000.0
L200,Excellent,2012,Mitsubishi,WW au Maroc,124999.5,Oui,5,Diesel,Agadir,,6 CV,112000.0
pajero sport,Très bon,2012,Mitsubishi,WW au Maroc,134999.5,Non,5,Diesel,Fès,,10 CV,98000.0
A4,Excellent,2008,Audi,Dédouanée,114999.5,Non,3,,Fès,Manuelle,9 CV,98000.0
Expert,Très bon,2013,Peugeot,WW au Maroc,124999.5,Oui,5,,Casablanca,Automatique,6 CV,104000.0
A4,Très bon,2019,Audi,WW au Maroc,87499.5,Non,5,Diesel,Fès,,6 CV,118000.0
Yaris,Excellent,2018,Toyota,WW au Maroc,17499.5,,5,Diesel,Casablanca,,8 CV,249000.0
Qashqai,Excellent,2015,Nissan,WW au Maroc,164999.5,Non,5,Essence,Kénitra,,6 CV,115000.0
X5,Très bon,2011,BMW,Dédouanée,224999.5,Oui,5,Diesel,Fès,Manuelle,,170000.0
Q3,Excellent,2017,Audi,WW au Maroc,87499.5,Non,5,Diesel,Fès,Automatique,,115000.0
Jetta,Très bon,2016,Volkswagen,WW au Maroc,184999.5,Oui,5,Diesel,Rabat,,8 CV,255000.0
Cayenne,Excellent,2011,Porsche,WW au Maroc,144999.5,Non,5,Diesel,Casablanca,Automatique,,127000.0
Talisman,6,2017,Renault,WW au Maroc,104999.5,Non,5,,Casablanca,Automatique,28 CV,180000.0
500,Excellent,2021,Fiat,WW au Maroc,52499.5,Oui,3,Diesel,Rabat,Automatique,,185000.0
5008,Excellent,2018,Peugeot,WW au Maroc,87499.5,Non,5,,Casablanca,Automatique,7 CV,154000.0
Caddy,Très bon,2019,Volkswagen,Importée neuve,87499.5,Non,5,,Fès,Automatique,8 CV,255000.0
Octavia,,2021,Skoda,WW au Maroc,134999.5,Non,5,Diesel,Rabat,Manuelle,,162000.0
Serie 5,Très bon,2010,BMW,WW au Maroc,184999.5,Non,5,Diesel,Tétouan,,8 CV,187000.0
Range Rover Evoque,Très bon,2019,Land Rover,WW au Maroc,72499.5,Non,5,,Casablanca,Automatique,12 CV,145000.0
Touran,Excellent,2015,Volkswagen,Dédouanée,144999.5,Oui,5,,Casablanca,Automatique,8 CV,415000.0
Range Rover Evoque,Très bon,2017,Land Rover,WW au Maroc,104999.5,,5,Diesel,Casablanca,Automatique,,189000.0
Koleos,Excellent,2018,Renault,WW au Maroc,97499.5,,,,Casablanca,Automatique,9 CV,225000.0
Tucson,Excellent,2021,Hyundai,WW au Maroc,22499.5,Oui,5,Diesel,Marrakech,Automatique,,240000.0
range_rover_vogue,6,2015,Land Rover,WW au Maroc,154999.5,Non,5,Diesel,Kénitra,,6 CV,330000.0
Leon,Très bon,2008,Seat,WW au Maroc,174999.5,Non,5,Diesel,Casablanca,Automatique,,430000.0
Astra,,2009,Opel,,274999.5,,5,Diesel,Tanger,,8 CV,79000.0
308,Très bon,2009,Peugeot,WW au Maroc,154999.5,Non,5,,Casablanca,Manuelle,7 CV,63000.0
Gol,Bon,2005,Volkswagen,WW au Maroc,224999.5,Non,5,Essence,Kénitra,Manuelle,,65000.0
Picanto,,2009,Kia,,154999.5,,,Diesel,Tanger,Manuelle,,30000.0
Tiguan,Très bon,2014,Volkswagen,Dédouanée,184999.5,Oui,5,Diesel,Casablanca,nan,,52000.0
Duster,Bon,2011,Dacia,WW au Maroc,104999.5,,5,,Oujda,Manuelle,8 CV,212000.0
Kangoo,Très bon,2018,Renault,WW au Maroc,114999.5,Oui,5,Diesel,Casablanca,Manuelle,,82000.0
GOLF 6,Bon,2009,Volkswagen,Dédouanée,194999.5,Non,5,,Tanger,Manuelle,6 CV,128000.0
XF,Excellent,2011,Jaguar,WW au Maroc,164999.5,Non,5,Diesel,Tanger,Automatique,,127000.0
Fiesta,Très bon,2016,Ford,WW au Maroc,184999.5,Oui,5,Diesel,Casablanca,,12 CV,118000.0
Clio,,2017,Renault,WW au Maroc,114999.5,Non,5,,Tanger,Manuelle,6 CV,95000.0
Touran,Très bon,2008,Volkswagen,WW au Maroc,324999.5,Non,5,,Tanger,Manuelle,6 CV,102000.0
Yaris,Très bon,2016,Toyota,WW au Maroc,134999.5,Oui,5,Diesel,Tanger,Manuelle,,107000.0
A5,,2011,Audi,,274999.5,,,Diesel,Tanger,,6 CV,105000.0
407,,2008,Peugeot,WW au Maroc,194999.5,Non,5,,Tanger,Automatique,8 CV,165000.0
Kangoo,Très bon,2011,Renault,WW au Maroc,224999.5,Non,5,Diesel,Tanger,Manuelle,,70000.0
sq5,Excellent,2017,Audi,Importée neuve,124999.5,Oui,5,,Marrakech,Manuelle,7 CV,88000.0
Clio,Très bon,2021,Renault,WW au Maroc,42499.5,Oui,5,Essence,Marrakech,,14 CV,490000.0
Caddy,Très bon,2016,Volkswagen,WW au Maroc,124999.5,Oui,5,Diesel,Casablanca,,6 CV,137000.0
Leon,Excellent,2018,Seat,,82499.5,,5,Diesel,Casablanca,,6 CV,138000.0
CLASSE C COUPE,6,2019,Mercedes-Benz,Importée neuve,72499.5,Oui,3,,Tanger,Manuelle,8 CV,190000.0
Sandero,,2010,Dacia,,184999.5,,,,Marrakech,Automatique,8 CV,480000.0
220,Très bon,1997,Mercedes-Benz,Dédouanée,324999.5,Non,5,Diesel,Fès,Manuelle,,69000.0
2008,6,2019,Peugeot,WW au Maroc,72499.5,Oui,5,Diesel,Salé,Manuelle,,58000.0
Tiguan,Très bon,2012,Volkswagen,WW au Maroc,174999.5,Non,5,Diesel,Tétouan,Manuelle,,155000.0
Range Rover Sport,Très bon,2012,Land Rover,WW au Maroc,144999.5,Non,5,Diesel,Tanger,,8 CV,159000.0
Classe C,Excellent,1997,Mercedes-Benz,Dédouanée,184999.5,Oui,5,Diesel,Casablanca,,12 CV,145000.0
Santa Fe,Bon,2007,Hyundai,WW au Maroc,194999.5,,5,Diesel,Khénifra,,10 CV,80000.0
a3_sportback,6,2023,Audi,Importée neuve,2499.5,Oui,5,Diesel,Casablanca,Manuelle,,67000.0
Accord,Très bon,2015,Honda,WW au Maroc,224999.5,Non,5,Diesel,Marrakech,Automatique,,690000.0
X1,Bon,2010,BMW,WW au Maroc,224999.5,Non,5,,Kénitra,Manuelle,9 CV,120000.0
Scenic,Excellent,2011,Renault,WW au Maroc,184999.5,Oui,5,Diesel,Rabat,,8 CV,132000.0
Avensis,Excellent,2014,Toyota,WW au Maroc,134999.5,Oui,5,,Kénitra,Manuelle,6 CV,115000.0
2008,Excellent,2018,Peugeot,WW au Maroc,97499.5,Oui,5,,Ksar el-Kebir,Manuelle,8 CV,122000.0
Serie 5,Excellent,2004,BMW,Dédouanée,274999.5,Oui,5,,Casablanca,Manuelle,6 CV,139000.0
Picanto,Très bon,2007,Kia,WW au Maroc,164999.5,,5,,Casablanca,Automatique,12 CV,50000.0
Coupe,Excellent,2001,Hyundai,WW au Maroc,32499.5,,3,Essence,Tanger,Manuelle,,60000.0
EXPRESS,Correct,1992,Renault,Dédouanée,2499.5,Non,3,Essence,Rabat,,12 CV,49000.0
Clio,6,2017,Renault,WW au Maroc,92499.5,Oui,5,,Tanger,Manuelle,6 CV,45000.0
Sorento,Très bon,2005,Kia,Dédouanée,42499.5,Non,5,,El Jadida,Automatique,6 CV,110000.0
Fiesta,Très bon,2014,Ford,WW au Maroc,124999.5,Non,5,,Nador,Manuelle,10 CV,58000.0
GOLF 6,Très bon,2011,Volkswagen,WW au Maroc,224999.5,,5,Diesel,Rabat,Manuelle,,108000.0
Leon,Excellent,2012,Seat,WW au Maroc,164999.5,Non,5,Diesel,Casablanca,,6 CV,113000.0
Mondeo,Très bon,2004,Ford,WW au Maroc,274999.5,,5,Diesel,Rabat,Manuelle,,105000.0
Arteon,Excellent,2019,Volkswagen,WW au Maroc,124999.5,Oui,5,Diesel,Agadir,Manuelle,,46000.0
Kuga,Excellent,2018,Ford,WW au Maroc,104999.5,Non,5,Diesel,Agadir,,8 CV,250000.0
301,Excellent,2021,Peugeot,WW au Maroc,32499.5,Oui,5,Diesel,Kénitra,Manuelle,,188000.0
Passat,Excellent,2018,Volkswagen,Dédouanée,224999.5,Oui,5,Diesel,Casablanca,Manuelle,,132000.0
Serie 7,,2013,BMW,,184999.5,,,Diesel,Agadir,,8 CV,225000.0
Classe E,Très bon,2015,Mercedes-Benz,WW au Maroc,134999.5,Oui,5,nan,Casablanca,,17 CV,285000.0
a5_sportback,6,2018,Audi,Importée neuve,72499.5,Oui,5,,Casablanca,Automatique,9 CV,215000.0
Berlingo,Très bon,2016,Citroen,WW au Maroc,194999.5,Oui,5,,Casablanca,Automatique,8 CV,310000.0
Duster,Très bon,2019,Dacia,WW au Maroc,97499.5,Oui,5,,Mohammedia,Manuelle,6 CV,114000.0
Panda,Très bon,2017,Fiat,WW au Maroc,144999.5,Non,5,Diesel,Mohammedia,Manuelle,,145000.0
Leon,,2017,Seat,WW au Maroc,124999.5,Oui,5,Essence,Rabat,,5 CV,77000.0
Accent,Très bon,2021,Hyundai,WW au Maroc,72499.5,Oui,5,Diesel,Mohammedia,,6 CV,143000.0
A4,Excellent,2009,Audi,WW au Maroc,224999.5,Non,5,,Mohammedia,Automatique,6 CV,173000.0
Duster,Très bon,2019,Dacia,WW au Maroc,97499.5,,5,Diesel,Rabat,Manuelle,,115000.0
Partner,Bon,2005,Peugeot,WW au Maroc,274999.5,Non,5,Diesel,Mohammedia,,6 CV,147000.0
Tiguan,Excellent,2011,Volkswagen,Dédouanée,224999.5,Non,5,Diesel,Casablanca,Manuelle,,42000.0
Accent,Excellent,2019,Hyundai,WW au Maroc,82499.5,Oui,5,Diesel,Fès,Automatique,,190000.0
Astra,Excellent,2012,Opel,WW au Maroc,194999.5,Non,5,Diesel,Tanger,Automatique,,140000.0
Range Rover Evoque,Excellent,2019,Land Rover,WW au Maroc,87499.5,Oui,5,Diesel,Agadir,Manuelle,,100000.0
Tiguan,Excellent,2013,Volkswagen,Dédouanée,224999.5,Non,5,Diesel,Casablanca,Automatique,,378000.0
Passat,6,2009,Volkswagen,WW au Maroc,274999.5,Non,5,,Tanger,Automatique,8 CV,225000.0
Range Rover Evoque,Excellent,2015,Land Rover,WW au Maroc,154999.5,Non,5,,Essaouira,Manuelle,8 CV,87000.0
TIPO,Excellent,2019,Fiat,WW au Maroc,87499.5,Oui,5,Diesel,Tanger,Automatique,,245000.0
Serie 5,Excellent,2014,BMW,WW au Maroc,194999.5,Oui,5,Diesel,Marrakech,Automatique,,149000.0
TIPO,Excellent,2019,Fiat,WW au Maroc,104999.5,Oui,5,Diesel,Marrakech,,8 CV,235000.0
Megane Sedan,Excellent,2019,Renault,WW au Maroc,104999.5,Oui,5,Diesel,Temara,Automatique,,149000.0
Classe C,Très bon,2005,Mercedes-Benz,Dédouanée,224999.5,Non,5,,Temara,Automatique,6 CV,188000.0
GOLF 7,Excellent,2014,Volkswagen,Importée neuve,164999.5,Non,5,Diesel,Rabat,,9 CV,93000.0
RAV 4,Correct,2009,Toyota,WW au Maroc,224999.5,Non,5,,Casablanca,Automatique,8 CV,205000.0
Berlingo,Excellent,2019,Citroen,WW au Maroc,104999.5,Oui,5,,Rabat,Manuelle,8 CV,88000.0
A3,6,2021,Audi,Importée neuve,47499.5,Non,5,Diesel,Temara,,6 CV,149000.0
FIORINO,Excellent,2021,Fiat,WW au Maroc,52499.5,Oui,5,,Casablanca,Automatique,8 CV,465000.0
Duster,Excellent,2018,Dacia,WW au Maroc,104999.5,Non,5,Diesel,Temara,,5 CV,119000.0
